abacus,abacuses|abaci,abacus's|abacus',abacuses'|abaci's
rectum,rectums,rectum's,rectums'
rectus,recti,rectus's|rectus',recti's
redfish,redfishes,redfish's,redfishes'
redia,rediae,redia's,rediae's
redundancy,redundancies,redundancy's,redundancies'
reebok,reeboks,reebok's,reeboks'
reedbuck,reedbucks,reedbuck's,reedbucks'
referendum,referenda,referendum's,referenda's
referendum,referendums,referendum's,referendums'
refugium,refugia,refugium's,refugia's
regency,regencies,regency's,regencies'
regulus,reguli,regulus's|regulus',reguli's
regulus,reguluses,regulus's|regulus',reguluses'
reichsmark,reichsmarks,reichsmark's,reichsmarks'
reindeer,reindeers,reindeer's,reindeers'
relatum,relata,relatum's,relata's
remainderman,remaindermen,remainderman's,remaindermen's
remedy,remedies,remedy's,remedies'
remex,remiges,remex's,remiges'
renegado,renegados,renegado's,renegados'
repairman,repairmen,repairman's,repairmen's
replevy,replevies,replevy's,replevies'
reply,replies,reply's,replies'
repro,repros,repro's,repros'
reremouse,reremice,reremouse's,reremice's
reseau,reseaus,reseau's,reseaus'
reseau,reseaux,reseau's,reseaux's
residency,residencies,residency's,residencies'
residuum,residuua,residuum's,residuua's
responsum,responsa,responsum's,responsa's
rete,retia,rete's,retia's
retiarius,retiararii,retiarius's|retiarius',retiararii's
reticulum,reticula,reticulum's,reticula's
retina,retinae,retina's,retinae's
retina,retinas,retina's,retinas'
retinaculum,retinacula,retinaculum's,retinacula's
retro,retros,retro's,retros'
reverie,reveries,reverie's,reveries'
reverso,reversos,reverso's,reversos'
rhabdomyoma,rhabdomyomas,rhabdomyoma's,rhabdomyomas'
rhabdomyoma,rhabdomyomata,rhabdomyoma's,rhabdomyomata's
rhachis,rachides,rhachis's|rhachis',rachides'
rhachis,rhachides,rhachis's|rhachis',rhachides'
rhachis,rhachises,rhachis's|rhachis',rhachises'
rhapsody,rhapsodies,rhapsody's,rhapsodies'
rhatany,rhatanies,rhatany's,rhatanies'
rhebok,rheboks,rhebok's,rheboks'
rhinencephalon,rhinencephala,rhinencephalon's,rhinencephala's
rhinencephalon,rhinencephalons,rhinencephalon's,rhinencephalons'
rhino,rhinos,rhino's,rhinos'
rhinoceros,rhinoceroses,rhinoceros's|rhinoceros',rhinoceroses'
rhizobium,rhizobia,rhizobium's,rhizobia's
rhizotomy,rhizotomies,rhizotomy's,rhizotomies'
rho,rhos,rho's,rhos'
rhombus,rhombi,rhombus's|rhombus',rhombi's
rhombus,rhombuses,rhombus's|rhombus',rhombuses'
rhonchus,rhonchi,rhonchus's|rhonchus',rhonchi's
rhumba,rhumbas,rhumba's,rhumbas'
rhyton,rhyta,rhyton's,rhyta's
rialto,rialtos,rialto's,rialtos'
ribbonfish,ribbonfishes,ribbonfish's,ribbonfishes'
ricercar,ricercars,ricercar's,ricercars'
ricercare,ricercacari,ricercare's,ricercacari's
ricercare,ricercari,ricercare's,ricercari's
rickettsia,rickettsiae,rickettsia's,rickettsiae's
rickettsia,rickettsias,rickettsia's,rickettsias'
rictus,rictuses,rictus's|rictus',rictuses'
ridotto,ridottos,ridotto's,ridottos'
rifleman,riflemen,rifleman's,riflemen's
rilievo,rilievi,rilievo's,rilievi's
ringhals,ringhalses,ringhals's|ringhals',ringhalses'
roach,roaches,roach's,roaches'
robalo,robalos,robalo's,robalos'
robe-de-chambre,robes-de-chambre,robe-de-chambre's,robes-de-chambre's
rockfish,rockfishes,rockfish's,rockfishes'
rockling,rocklings,rockling's,rocklings'
rodeo,rodeos,rodeo's,rodeos'
roe,roes,roe's,roes'
roebuck,roebucks,roebuck's,roebucks'
rom,roma,rom's,roma's
roman-fleuve,romans-fleuves,roman-fleuve's,romans-fleuves'
romany,romanies,romany's,romanies'
romeo,romeos,romeo's,romeos'
rommany,romanies,rommany's,romanies'
rondeau,rondeaux,rondeau's,rondeaux's
rondo,rondos,rondo's,rondos'
roneo,roneos,roneo's,roneos'
roof,roofs,roof's,roofs'
roomful,roomfuls,roomful's,roomfuls'
rosarium,rosarsaria,rosarium's,rosarsaria's
rosarium,rosarsariums,rosarium's,rosarsariums'
rosefish,rosefishes,rosefish's,rosefishes'
rostellum,rostella,rostellum's,rostella's
rostrum,rostra,rostrum's,rostra's
rostrum,rostrums,rostrum's,rostrums'
rotl,artal,rotl's,artal's
rotl,artel,rotl's,artel's
rotl,rotls,rotl's,rotls'
rouleau,rouleaus,rouleau's,rouleaus'
rouleau,rouleaux,rouleau's,rouleaux's
roundsman,roundsmen,roundsman's,roundsmen's
rowdy,rowdies,rowdy's,rowdies'
rubato,rubatos,rubato's,rubatos'
rubby,rubbies,rubby's,rubbies'
ruby,rubies,ruby's,rubies'
ruckus,ruckuses,ruckus's|ruckus',ruckuses'
ruga,rugae,ruga's,rugae's
rumen,rumens,rumen's,rumens'
rumen,rumina,rumen's,rumina's
rummy,rummies,rummy's,rummies'
rumpus,rumpuses,rumpus's|rumpus',rumpuses'
runner-up,runners-up,runner-up's,runners-up's
rupiah,rupiahs,rupiah's,rupiahs'
russ,russes,russ's|russ',russes'
russki,russkis,russki's,russkis'
russky,russkies,russky's,russkies'
sable,sables,sable's,sables'
sacrarium,sacrarcraria,sacrarium's,sacrarcraria's
sacrum,sacra,sacrum's,sacra's
safari,safaris,safari's,safaris'
saguaro,saguaros,saguaro's,saguaros'
sahaptan,sahaptans,sahaptan's,sahaptans'
sahaptian,sahaptians,sahaptian's,sahaptians'
sahaptin,sahaptins,sahaptin's,sahaptins'
sahuaro,saguaros,sahuaro's,saguaros'
sailfish,sailfishes,sailfish's,sailfishes'
salesman,salesmen,salesman's,salesmen's
salesperson,salespeople,salesperson's,salespeople's
sally,sallies,sally's,sallies'
salmi,salmis,salmi's,salmis'
salmon,salmons,salmon's,salmons'
salmonella,salmonellae,salmonella's,salmonellae's
salpa,salpae,salpa's,salpae's
salpa,salpas,salpa's,salpas'
salpingectomy,salpingectomies,salpingectomy's,salpingectomies'
salpinx,salpinges,salpinx's,salpinges'
salsify,salsifies,salsify's,salsifies'
saltarello,saltarelli,saltarello's,saltarelli's
saltarello,saltarellos,saltarello's,saltarellos'
saltus,saltuses,saltus's|saltus',saltuses'
samba,sambas,samba's,sambas'
sambar,sambars,sambar's,sambars'
sambo,sambos,sambo's,sambos'
sambur,samburs,sambur's,samburs'
sammy,sammies,sammy's,sammies'
samoyed,samoyeds,samoyed's,samoyeds'
sanatorium,sanatoriums,sanatorium's,sanatoriums'
sanbenito,sanbenitos,sanbenito's,sanbenitos'
sanctum,sancta,sanctum's,sancta's
sanctum,sanctums,sanctum's,sanctums'
sandfly,sandflies,sandfly's,sandflies'
sandhi,sandhis,sandhi's,sandhis'
sandman,sandmen,sandman's,sandmen's
sanitarium,sanitaria,sanitarium's,sanitaria's
sanitarium,sanitariums,sanitarium's,sanitariums'
saphena,saphenae,saphena's,saphenae's
sarcophagus,sarcophagi,sarcophagus's|sarcophagus',sarcophagi's
sarcophagus,sarcophaguses,sarcophagus's|sarcophagus',sarcophaguses'
sardine,sardines,sardine's,sardines'
sargasso,sargassos,sargasso's,sargassos'
sari,saris,sari's,saris'
sartorius,sartorii,sartorius's|sartorius',sartorii's
sassaby,sassabies,sassaby's,sassabies'
sassanid,sassasanidae,sassanid's,sassasanidae's
sassanid,sassasanids,sassanid's,sassasanids'
satrapy,satrapies,satrapy's,satrapies'
saturnalia,saturnalias,saturnalia's,saturnalias'
sawbones,sawboneses,sawbones's|sawbones',sawboneses'
sawfish,sawfishes,sawfish's,sawfishes'
sawfly,sawflies,sawfly's,sawflies'
scad,scads,scad's,scads'
scalade,scalades,scalade's,scalades'
scalado,scalalados,scalado's,scalalados'
scaldfish,scaldfishes,scaldfish's,scaldfishes'
scalenus,scaleni,scalenus's|scalenus',scaleni's
scammony,scammonies,scammony's,scammonies'
scapula,scapulae,scapula's,scapulae's
scapula,scapulas,scapula's,scapulas'
scarabaeus,scarabaei,scarabaeus's|scarabaeus',scarabaei's
scarabaeus,scarabaeuses,scarabaeus's|scarabaeus',scarabaeuses'
scarf,scarfs,scarf's,scarfs'
scarf,scarves,scarf's,scarves'
scenario,scenarios,scenario's,scenarios'
schatchen,schatchens,schatchen's,schatchens'
schatchen,schatchonim,schatchen's,schatchonim's
schatchen,shadchans,schatchen's,shadchans'
schema,schemata,schema's,schemata's
scherzando,scherzandi,scherzando's,scherzandi's
scherzando,scherzandos,scherzando's,scherzandos'
scherzo,scherzi,scherzo's,scherzi's
scherzo,scherzos,scherzo's,scherzos'
schizo,schizos,schizo's,schizos'
scholium,scholia,scholium's,scholia's
schoolman,schoolmen,schoolman's,schoolmen's
schul,schuln,schul's,schuln's
schutzstaffel,schutzstaffeln,schutzstaffel's,schutzstaffeln's
sciamachy,sciamachies,sciamachy's,sciamachies'
sciomachy,sciomachies,sciomachy's,sciomachies'
scirrhus,scirrhi,scirrhus's|scirrhus',scirrhi's
scirrhus,scirrhuses,scirrhus's|scirrhus',scirrhuses'
scleroma,scleromata,scleroma's,scleromata's
sclerosis,scleroses,sclerosis's|sclerosis',scleroses'
sclerotium,sclerotia,sclerotium's,sclerotia's
sclerotomy,sclerotomies,sclerotomy's,sclerotomies'
scolex,scoleces,scolex's,scoleces'
scolex,scolices,scolex's,scolices'
scopula,scopulae,scopula's,scopulae's
scopula,scopulas,scopula's,scopulas'
scoria,scoriae,scoria's,scoriae's
scotchman,scotchmen,scotchman's,scotchmen's
scoter,scoters,scoter's,scoters'
scotoma,scotomas,scotoma's,scotomas'
scotoma,scotomata,scotoma's,scotomata's
scotsman,scotsmen,scotsman's,scotsmen's
scottie,scotties,scottie's,scotties'
scriptorium,scriptoria,scriptorium's,scriptoria's
scriptorium,scriptoriums,scriptorium's,scriptoriums'
scrotum,scrota,scrotum's,scrota's
scrotum,scrotums,scrotum's,scrotums'
scrutiny,scrutinies,scrutiny's,scrutinies'
scudo,scudi,scudo's,scudi's
sculpin,sculpins,sculpin's,sculpins'
scutellum,scutella,scutellum's,scutella's
scutum,scuta,scutum's,scuta's
scyphistoma,scyphistomae,scyphistoma's,scyphistomae's
scyphistoma,scyphistomas,scyphistoma's,scyphistomas'
scyphus,scyphi,scyphus's|scyphus',scyphi's
seaman,seamen,seaman's,seamen's
secco,seccos,secco's,seccos'
secondo,secondi,secondo's,secondi's
secrecy,secrecies,secrecy's,secrecies'
secretary-generic,secretaries-generic,secretary-generic's,secretaries-generic's
segno,segni,segno's,segni's
selectman,selectmen,selectman's,selectmen's
seleucid,seleucidae,seleucid's,seleucidae's
seleucid,seleucids,seleucid's,seleucids'
self,selves,self's,selves'
seminole,seminoles,seminole's,seminoles'
semipro,semipros,semipro's,semipros'
seneca,senecas,seneca's,senecas'
senor,senores,senor's,senores'
senor,senors,senor's,senors'
senora,senoras,senora's,senoras'
senorita,senoritas,senorita's,senoritas'
sensillum,sensilla,sensillum's,sensilla's
sente,listente,sente's,listente's
senusi,senussis,senusi's,senussis'
senussi,senussis,senussi's,senussis'
separatrix,separatrices,separatrix's,separatrices'
sephardi,sephardim,sephardi's,sephardim's
septarium,septariia,septarium's,septariia's
septennium,septennia,septennium's,septennia's
septennium,septenniums,septennium's,septenniums'
septillion,septillions,septillion's,septillions'
septum,septa,septum's,septa's
sequela,sequelae,sequela's,sequelae's
sequestrum,sequestra,sequestrum's,sequestra's
seraglio,seraglios,seraglio's,seraglios'
serail,serails,serail's,serails'
seraph,seraphim,seraph's,seraphim's
seraph,seraphs,seraph's,seraphs'
serum,sera,serum's,sera's
serum,serums,serum's,serums'
serval,servals,serval's,servals'
serviceman,servicemen,serviceman's,servicemen's
servo,servos,servo's,servos'
sestertium,sestertia,sestertium's,sestertia's
seta,setae,seta's,setae's
sextillion,sextillions,sextillion's,sextillions'
sexto,sextos,sexto's,sextos'
sextodecimo,sextodecimos,sextodecimo's,sextodecimos'
sgraffito,sgraffiti,sgraffito's,sgraffiti's
shabbas,shabbasim,shabbas's|shabbas',shabbasim's
shabbat,shabbatim,shabbat's,shabbatim's
shad,shads,shad's,shads'
shadchan,schatchonim,shadchan's,schatchonim's
shadchan,shadchanim,shadchan's,shadchanim's
shadchan,shadchans,shadchan's,shadchans'
shammas,shammosim,shammas's|shammas',shammosim's
shammes,shammosim,shammes's|shammes',shammosim's
shammy,shammies,shammy's,shammies'
shamus,shamuses,shamus's|shamus',shamuses'
shan,shans,shan's,shans'
shandy,shandies,shandy's,shandies'
shandygaff,shandygaffs,shandygaff's,shandygaffs'
shanny,shannies,shanny's,shannies'
shantey,shanteys,shantey's,shanteys'
shawnee,shawnees,shawnee's,shawnees'
sheaf,sheaves,sheaf's,sheaves'
sheatfish,sheatfishes,sheatfish's,sheatfishes'
sheath,sheaths,sheath's,sheaths'
sheeny,sheenies,sheeny's,sheenies'
sheepshead,sheepsheads,sheepshead's,sheepsheads'
shelf,shelves,shelf's,shelves'
shellfish,shellfishes,shellfish's,shellfishes'
sheltie,shelties,sheltie's,shelties'
sherpa,sherpas,sherpa's,sherpas'
shikaree,shikarees,shikaree's,shikarees'
shikari,shikaris,shikari's,shikaris'
shillyshally,shillyshallies,shillyshally's,shillyshallies'
shimmy,shimmies,shimmy's,shimmies'
shindig,shindigs,shindig's,shindigs'
shindy,shindies,shindy's,shindies'
shinleaf,shinleaves,shinleaf's,shinleaves'
shinny,shinties,shinny's,shinties'
shipman,shipmen,shipman's,shipmen's
shipmaster,shipmasters,shipmaster's,shipmasters'
shittah,shittahs,shittah's,shittahs'
shittah,shittim,shittah's,shittim's
shluh,shluhs,shluh's,shluhs'
shofar,shofars,shofar's,shofars'
shofar,shofroth,shofar's,shofroth's
shoji,shojis,shoji's,shojis'
shona,shonas,shona's,shonas'
shophar,shofroth,shophar's,shofroth's
shophar,shophars,shophar's,shophars'
shophar,shophroth,shophar's,shophroth's
shortie,shorties,shortie's,shorties'
shoshone,shoshones,shoshone's,shoshones'
shoshoni,shoshonis,shoshoni's,shoshonis'
showman,showmen,showman's,showmen's
shrewmouse,shrewmice,shrewmouse's,shrewmice's
shuggy,shuggies,shuggy's,shuggies'
shul,shuln,shul's,shuln's
shy,shies,shy's,shies'
siddur,siddurim,siddur's,siddurim's
siddur,siddurs,siddur's,siddurs'
sideman,sidemen,sideman's,sidemen's
sidesman,sidesmen,sidesman's,sidesmen's
siglos,sigloi,siglos's|siglos',sigloi's
signalman,signalmen,signalman's,signalmen's
signior,signori,signior's,signori's
signor,signors,signor's,signors'
signora,signoras,signora's,signoras'
signora,signore,signora's,signore's
signore,signori,signore's,signori's
signorina,signorinas,signorina's,signorinas'
signorina,signorine,signorina's,signorine's
siliqua,siliquae,siliqua's,siliquae's
siliqua,siliquas,siliqua's,siliquas'
silique,siliques,silique's,siliques'
silo,silos,silo's,silos'
silva,silvae,silva's,silvae's
silverfish,silverfishes,silverfish's,silverfishes'
simulacrum,simulacra,simulacrum's,simulacra's
sinciput,sincipita,sinciput's,sincipita's
sinciput,sinciputs,sinciput's,sinciputs'
sindhi,sindhis,sindhi's,sindhis'
sinfonia,sinfonie,sinfonia's,sinfonie's
sinhalese,sinhaleses,sinhalese's,sinhaleses'
sinuation,sinuationtions,sinuation's,sinuationtions'
sinus,sinuses,sinus's|sinus',sinuses'
sirocco,siroccos,sirocco's,siroccos'
sissy,sissies,sissy's,sissies'
sister-in-law,sisters-in-law,sister-in-law's,sisters-in-law's
sistrum,sistra,sistrum's,sistra's
situla,situlae,situla's,situlae's
sixmo,sixmos,sixmo's,sixmos'
sixteenmo,sixteenmos,sixteenmo's,sixteenmos'
sixty-fourmo,sixty-fourmos,sixty-fourmo's,sixty-fourmos'
skate,skates,skate's,skates'
skelly,skellies,skelly's,skellies'
ski,skis,ski's,skis'
skiamachy,skiamachies,skiamachy's,skiamachies'
skinful,skinfuls,skinful's,skinfuls'
skipjack,skipjacks,skipjack's,skipjacks'
skivvy,skivvies,skivvy's,skivvies'
skollie,skollies,skollie's,skollies'
skolly,skollies,skolly's,skollies'
skunk,skunks,skunk's,skunks'
sky,skies,sky's,skies'
slaughterman,slaughtermen,slaughterman's,slaughtermen's
slavocracy,slavocracies,slavocracy's,slavocracies'
smalto,smalti,smalto's,smalti's
smalto,smaltos,smalto's,smaltos'
smart_aleck,smart_alecks,smart_aleck's,smart_alecks'
smelt,smelts,smelt's,smelts'
smithy,smithies,smithy's,smithies'
smoothie,smoothies,smoothie's,smoothies'
smoothy,smoothies,smoothy's,smoothies'
snaggletooth,snaggleteeth,snaggletooth's,snaggleteeth's
snailfish,snailfishes,snailfish's,snailfishes'
snapper,snappers,snapper's,snappers'
snipe,snipes,snipe's,snipes'
snipefish,snipefishes,snipefish's,snipefishes'
snook,snooks,snook's,snooks'
snowman,snowmen,snowman's,snowmen's
so-and-so,so-and-sos,so-and-so's,so-and-sos'
socman,socmen,socman's,socmen's
soddy,soddies,soddy's,soddies'
softie,softies,softie's,softies'
sokeman,socmen,sokeman's,socmen's
sokeman,sokemen,sokeman's,sokemen's
sol,soles,sol's,soles'
sol,sols,sol's,sols'
solarium,solaria,solarium's,solaria's
solarium,solariums,solarium's,solariums'
solatium,solatia,solatium's,solatia's
soldo,soldi,soldo's,soldi's
sole,soles,sole's,soles'
solfege,solfeges,solfege's,solfeges'
solfeggio,solfegfeggi,solfeggio's,solfegfeggi's
solfeggio,solfegfeggios,solfeggio's,solfegfeggios'
solfeggio,solfeggi,solfeggio's,solfeggi's
solfeggio,solfeggios,solfeggio's,solfeggios'
solidago,solidagos,solidago's,solidagos'
solidus,solidi,solidus's|solidus',solidi's
soliloquy,soliloquies,soliloquy's,soliloquies'
solo,soli,solo's,soli's
solo,solos,solo's,solos'
solum,sola,solum's,sola's
solum,solums,solum's,solums'
soma,somas,soma's,somas'
soma,somata,soma's,somata's
somali,somalis,somali's,somalis'
sombrero,sombreros,sombrero's,sombreros'
somebody,somebodies,somebody's,somebodies'
somniloquy,somniloquies,somniloquy's,somniloquies'
son-in-law,sons-in-law,son-in-law's,sons-in-law's
sondage,sondages,sondage's,sondages'
songhai,songhais,songhai's,songhais'
sonny,sonnies,sonny's,sonnies'
sophi,sophies,sophi's,sophies'
sophy,sophies,sophy's,sophies'
sopranino,sopraninos,sopranino's,sopraninos'
soprano,soprani,soprano's,soprani's
soprano,sopranos,soprano's,sopranos'
sordino,sordini,sordino's,sordini's
sorgho,sorghos,sorgho's,sorghos'
sorgo,sorgos,sorgo's,sorgos'
sorosis,soroses,sorosis's|sorosis',soroses'
sorus,sori,sorus's|sorus',sori's
sotho,sothos,sotho's,sothos'
southeasterly,southeasterlies,southeasterly's,southeasterlies'
southerly,southerlies,southerly's,southerlies'
southwesterly,southwesterlies,southwesterly's,southwesterlies'
sovkhoz,sovkhozy,sovkhoz's,sovkhozy's
spaceman,spacemen,spaceman's,spacemen's
spacewoman,spacewomen,spacewoman's,spacewomen's
spadefish,spadefishes,spadefish's,spadefishes'
spadix,spadices,spadix's,spadices'
spahee,spahees,spahee's,spahees'
spahi,spahis,spahi's,spahis'
sparling,sparlings,sparling's,sparlings'
speakeasy,speakeasies,speakeasy's,speakeasies'
spearfish,spearfishes,spearfish's,spearfishes'
spearman,spearmen,spearman's,spearmen's
spectrum,spectra,spectrum's,spectra's
speculum,specula,speculum's,specula's
speculum,speculums,speculum's,speculums'
speedo,speedos,speedo's,speedos'
spermatium,spermatia,spermatium's,spermatia's
spermatogonium,spermatogonia,spermatogonium's,spermatogonia's
spermatozoon,spermatozoa,spermatozoon's,spermatozoa's
spermogonium,spermogonia,spermogonium's,spermogonia's
sphinx,sphinges,sphinx's,sphinges'
sphinx,sphinxes,sphinx's,sphinxes'
spica,spicae,spica's,spicae's
spica,spicas,spica's,spicas'
spiculum,spicula,spiculum's,spicula's
spiderman,spidermen,spiderman's,spidermen's
spirillum,spirilla,spirillum's,spirilla's
splayfoot,splayfeet,splayfoot's,splayfeet's
splenectomy,splenectomies,splenectomy's,splenectomies'
splenius,splenii,splenius's|splenius',splenii's
spoilsman,spoilsmen,spoilsman's,spoilsmen's
spokesman,spokesmen,spokesman's,spokesmen's
spooney,spoonies,spooney's,spoonies'
spoonful,spoonfuls,spoonful's,spoonfuls'
spoony,spoonies,spoony's,spoonies'
sporangium,sporangia,sporangium's,sporangia's
sporogonium,sporogonia,sporogonium's,sporogonia's
sports_arena,sports_arenas,sports_arena's,sports_arenas'
sportsman,sportsmen,sportsman's,sportsmen's
sportswoman,sportswomen,sportswoman's,sportswomen's
springbok,springboks,springbok's,springboks'
springbuck,springbucks,springbuck's,springbucks'
springhaas,springhase,springhaas's|springhaas',springhase's
spug,spugs,spug's,spugs'
spuggy,spuggies,spuggy's,spuggies'
spumone,spumoni,spumone's,spumoni's
spurrey,spurries,spurrey's,spurries'
sputum,sputa,sputum's,sputa's
spy,spies,spy's,spies'
squab,squabs,squab's,squabs'
squacco,squaccos,squacco's,squaccos'
squama,squamae,squama's,squamae's
squash,squashes,squash's,squashes'
squeteague,squeteagues,squeteague's,squeteagues'
squid,squids,squid's,squids'
squilla,squillae,squilla's,squillae's
squilla,squillas,squilla's,squillas'
squirarchy,squirearchies,squirarchy's,squirearchies'
squirearchy,squirearchies,squirearchy's,squirearchies'
squirrel,squirrels,squirrel's,squirrels'
squirrelfish,squirrelfishes,squirrelfish's,squirrelfishes'
squiz,squizzes,squiz's,squizzes'
stableman,stablemen,stableman's,stablemen's
stadium,stadia,stadium's,stadia's
stadium,stadiums,stadium's,stadiums'
staff,staffs,staff's,staffs'
staffman,staffmen,staffman's,staffmen's
stamen,stamens,stamen's,stamens'
stamen,stamina,stamen's,stamina's
staminode,staminodes,staminode's,staminodes'
staminodium,staminonodia,staminodium's,staminonodia's
stapes,stapedes,stapes's|stapes',stapedes'
staphylococcus,staphylococci,staphylococcus's|staphylococcus',staphylococci's
starets,startsy,starets's|starets',startsy's
starfish,starfishes,starfish's,starfishes'
statesman,statesmen,statesman's,statesmen's
status,statuses,status's|status',statuses'
steady,steadies,steady's,steadies'
steelhead,steelheads,steelhead's,steelheads'
steenbok,steenboks,steenbok's,steenboks'
steersman,steersmen,steersman's,steersmen's
steinbok,steinboks,steinbok's,steinboks'
stele,stelae,stele's,stelae's
stele,steles,stele's,steles'
steno,stenos,steno's,stenos'
stenosis,stenoses,stenosis's|stenosis',stenoses'
stepchild,stepchildren,stepchild's,stepchildren's
stereo,stereos,stereo's,stereos'
sternum,sterna,sternum's,sterna's
sternum,sternums,sternum's,sternums'
stickful,stickfuls,stickful's,stickfuls'
stigma,stigmas,stigma's,stigmas'
stigma,stigmata,stigma's,stigmata's
stiletto,stilettos,stiletto's,stilettos'
stimulus,stimuli,stimulus's|stimulus',stimuli's
stingy,stingies,stingy's,stingies'
stipes,stipites,stipes's|stipes',stipites'
stirps,stirpes,stirps's|stirps',stirpes'
stoa,stoae,stoa's,stoae's
stoa,stoas,stoa's,stoas'
stockfish,stockfishes,stockfish's,stockfishes'
stockman,stockmen,stockman's,stockmen's
stogey,stogies,stogey's,stogies'
stogy,stogies,stogy's,stogies'
stoma,stomata,stoma's,stomata's
stomodaeum,stomodaea,stomodaeum's,stomodaea's
stomodeum,stomodea,stomodeum's,stomodea's
stonefish,stonefishes,stonefish's,stonefishes'
stonefly,stoneflies,stonefly's,stoneflies'
storey,storeys,storey's,storeys'
stotinka,stotinki,stotinka's,stotinki's
stotinka,stotkini,stotinka's,stotkini's
strabotomy,strabotomies,strabotomy's,strabotomies'
strategy,strategies,strategy's,strategies'
stratocracy,stratocracies,stratocracy's,stratocracies'
stratocumulus,stratocumuli,stratocumulus's|stratocumulus',stratocumuli's
stratum,strata,stratum's,strata's
stratum,stratums,stratum's,stratums'
stratus,strati,stratus's|stratus',strati's
streptococcus,streptococci,streptococcus's|streptococcus',streptococci's
stretto,stretti,stretto's,stretti's
stretto,strettos,stretto's,strettos'
stria,striae,stria's,striae's
strobile,strobiles,strobile's,strobiles'
strobilus,strobili,strobilus's|strobilus',strobili's
strobilus,strobiluses,strobilus's|strobilus',strobiluses'
stroma,stromata,stroma's,stromata's
strongman,strongmen,strongman's,strongmen's
struma,strumae,struma's,strumae's
studio,studios,studio's,studios'
study,studies,study's,studies'
stye,styes,stye's,styes'
stylopodium,stylopodia,stylopodium's,stylopodia's
stylops,stylopes,stylops's|stylops',stylopes'
stylus,styli,stylus's|stylus',styli's
stylus,styluses,stylus's|stylus',styluses'
stymie,stymies,stymie's,stymies'
stymy,stymies,stymy's,stymies'
subassembly,subassemblies,subassembly's,subassemblies'
subcortex,subcortices,subcortex's,subcortices'
subdelirium,subdelirliria,subdelirium's,subdelirliria's
subdelirium,subdelirliriums,subdelirium's,subdelirliriums'
subfamily,subfamilies,subfamily's,subfamilies'
subgenus,subgenera,subgenus's|subgenus',subgenera's
subgenus,subgenuses,subgenus's|subgenus',subgenuses'
subindex,subindexes,subindex's,subindexes'
subindex,subindices,subindex's,subindices'
submucosa,submucosae,submucosa's,submucosae's
subphylum,subphyla,subphylum's,subphyla's
subsidy,subsidies,subsidy's,subsidies'
substratum,substrasta,substratum's,substrasta's
succedaneum,succedanea,succedaneum's,succedanea's
succubus,succubi,succubus's|succubus',succubi's
suckerfish,suckerfishes,suckerfish's,suckerfishes'
suckfish,suckfishes,suckfish's,suckfishes'
sudarium,sudardaria,sudarium's,sudardaria's
sudatorium,sudatoria,sudatorium's,sudatoria's
sudatorium,sudatotoria,sudatorium's,sudatotoria's
sufficiency,sufficiencies,sufficiency's,sufficiencies'
sufi,sufis,sufi's,sufis'
sulcus,sulci,sulcus's|sulcus',sulci's
sulky,sulkies,sulky's,sulkies'
sully,sullies,sully's,sullies'
summa,summae,summa's,summae's
summons,summonses,summons's|summons',summonses'
sunfish,sunfishes,sunfish's,sunfishes'
superego,superegos,superego's,superegos'
superfamily,superfamilies,superfamily's,superfamilies'
superintendency,superintendencies,superintendency's,superintendencies'
superman,supermen,superman's,supermen's
supernova,supernovae,supernova's,supernovae's
supernova,supernovas,supernova's,supernovas'
superstratum,superstrata,superstratum's,superstrata's
superstratum,superstratums,superstratum's,superstratums'
supply,supplies,supply's,supplies'
supremo,supremos,supremo's,supremos'
surgeoncy,surgeoncies,surgeoncy's,surgeoncies'
surgeonfish,surgeonfishes,surgeonfish's,surgeonfishes'
surplus,surpluses,surplus's|surplus',surpluses'
susso,sussos,susso's,sussos'
susu,susus,susu's,susus'
swagman,swagmen,swagman's,swagmen's
swahili,swahilis,swahili's,swahilis'
swami,swamies,swami's,swamies'
swami,swamis,swami's,swamis'
swath,swaths,swath's,swaths'
swathe,swathes,swathe's,swathes'
swazi,swazis,swazi's,swazis'
sweetiewife,sweetiewives,sweetiewife's,sweetiewives'
sweetman,sweetmen,sweetman's,sweetmen's
swellfish,swellfishes,swellfish's,swellfishes'
switchman,switchmen,switchman's,switchmen's
swordfish,swordfishes,swordfish's,swordfishes'
swordsman,swordsmen,swordsman's,swordsmen's
syconium,syconia,syconium's,syconia's
syllabus,syllabi,syllabus's|syllabus',syllabi's
syllabus,syllabuses,syllabus's|syllabus',syllabuses'
syllepsis,syllepses,syllepsis's|syllepsis',syllepses'
sylva,sylvas,sylva's,sylvas'
sympathectomy,sympathectomies,sympathectomy's,sympathectomies'
sympathy,sympathies,sympathy's,sympathies'
symphony,symphonies,symphony's,symphonies'
symphysis,symphyses,symphysis's|symphysis',symphyses'
sympodium,sympodia,sympodium's,sympodia's
symposium,symposia,symposium's,symposia's
symposium,symposiums,symposium's,symposiums'
synapsis,synapses,synapsis's|synapsis',synapses'
synarchy,synarchies,synarchy's,synarchies'
synarthrosis,synarthroses,synarthrosis's|synarthrosis',synarthroses'
synchro,synchros,synchro's,synchros'
synclinorium,synclinoria,synclinorium's,synclinoria's
syncytium,syncytia,syncytium's,syncytia's
syndesmosis,syndesmoses,syndesmosis's|syndesmosis',syndesmoses'
synergy,synergies,synergy's,synergies'
